year,location,crop,season,soil_type,soil_awc_mm,duration_days,rainfall_tot_mm,effective_rain_mm,etc_mm,irrigation_supply_ratio,water_deficit_ratio,irrigation_applied_m3_ha,max_dry_spell_days,extreme_heat_days,mean_temp_c,mean_solar_rad_mj,gdd,yield_quintal_ha,yield_kg_ha
2014,solapur,Gram,Rabi / Late Kharif,Light Loam (Sandy Loam),140.0,100,182.2,111.2,312.7,0.5,0.331,1636.0,56,21,26.1,20.29,1610.1,14.02,1402.0
2014,solapur,Gram,Rabi / Late Kharif,Light Loam (Sandy Loam),140.0,100,182.2,111.2,312.7,1.0,0.017,3272.0,56,21,26.1,20.29,1610.1,22.86,2286.0
2014,solapur,Jowar,Kharif / Rabi,Medium Black (Vertisol),180.0,105,182.2,111.2,341.2,0.0,0.674,0.0,56,26,26.37,20.6,1719.0,12.55,1255.0
2014,solapur,Jowar,Kharif / Rabi,Medium Black (Vertisol),180.0,105,182.2,111.2,341.2,0.5,0.411,1496.0,56,26,26.37,20.6,1719.0,18.83,1883.0
2014,solapur,Jowar,Kharif / Rabi,Medium Black (Vertisol),180.0,105,182.2,111.2,341.2,1.0,0.148,2992.0,56,26,26.37,20.6,1719.0,25.1,2510.0
2014,solapur,Jowar,Kharif / Rabi,Deep Black (Heavy Vertisol),200.0,105,182.2,111.2,341.2,0.0,0.674,0.0,56,26,26.37,20.6,1719.0,13.34,1334.0
2014,solapur,Jowar,Kharif / Rabi,Deep Black (Heavy Vertisol),200.0,105,182.2,111.2,341.2,0.5,0.422,1436.0,56,26,26.37,20.6,1719.0,20.63,2063.0
2014,solapur,Jowar,Kharif / Rabi,Deep Black (Heavy Vertisol),200.0,105,182.2,111.2,341.2,1.0,0.169,2872.0,56,26,26.37,20.6,1719.0,26.01,2601.0
2014,solapur,Jowar,Kharif / Rabi,Light Loam (Sandy Loam),140.0,105,182.2,111.2,341.2,0.0,0.674,0.0,56,26,26.37,20.6,1719.0,14.27,1427.0
2014,solapur,Jowar,Kharif / Rabi,Light Loam (Sandy Loam),140.0,105,182.2,111.2,341.2,0.5,0.39,1616.0,56,26,26.37,20.6,1719.0,17.81,1781.0
2014,solapur,Jowar,Kharif / Rabi,Light Loam (Sandy Loam),140.0,105,182.2,111.2,341.2,1.0,0.106,3232.0,56,26,26.37,20.6,1719.0,23.68,2368.0
2015,solapur,Cotton,Kharif,Medium Black (Vertisol),180.0,165,293.7,141.6,683.1,0.0,0.793,0.0,58,58,28.03,22.08,2975.7,6.92,692.0
2015,solapur,Cotton,Kharif,Medium Black (Vertisol),180.0,165,293.7,141.6,683.1,0.5,0.452,3882.5,58,58,28.03,22.08,2975.7,11.28,1128.0
2015,solapur,Cotton,Kharif,Medium Black (Vertisol),180.0,165,293.7,141.6,683.1,1.0,0.111,7765.0,58,58,28.03,22.08,2975.7,19.18,1918.0
2015,solapur,Cotton,Kharif,Deep Black (Heavy Vertisol),200.0,165,293.7,141.6,683.1,0.0,0.793,0.0,58,58,28.03,22.08,2975.7,6.19,619.0
2015,solapur,Cotton,Kharif,Deep Black (Heavy Vertisol),200.0,165,293.7,141.6,683.1,0.5,0.458,3812.5,58,58,28.03,22.08,2975.7,11.43,1143.0
2015,solapur,Cotton,Kharif,Deep Black (Heavy Vertisol),200.0,165,293.7,141.6,683.1,1.0,0.123,7625.0,58,58,28.03,22.08,2975.7,20.32,2032.0
2015,solapur,Cotton,Kharif,Light Loam (Sandy Loam),140.0,165,293.7,141.6,683.1,0.0,0.793,0.0,58,58,28.03,22.08,2975.7,9.01,901.0
2015,solapur,Cotton,Kharif,Light Loam (Sandy Loam),140.0,165,293.7,141.6,683.1,0.5,0.439,4022.5,58,58,28.03,22.08,2975.7,11.4,1140.0
2015,solapur,Cotton,Kharif,Light Loam (Sandy Loam),140.0,165,293.7,141.6,683.1,1.0,0.086,8045.0,58,58,28.03,22.08,2975.7,18.91,1891.0
2015,solapur,Soybean,Kharif,Medium Black (Vertisol),180.0,105,239.5,113.3,474.1,0.0,0.761,0.0,58,19,25.87,21.08,1666.2,7.59,759.0
2015,solapur,Soybean,Kharif,Medium Black (Vertisol),180.0,105,239.5,113.3,474.1,0.5,0.414,2738.5,58,19,25.87,21.08,1666.2,17.23,1723.0
2015,solapur,Soybean,Kharif,Medium Black (Vertisol),180.0,105,239.5,113.3,474.1,1.0,0.068,5477.0,58,19,25.87,21.08,1666.2,21.47,2147.0
2015,solapur,Soybean,Kharif,Deep Black (Heavy Vertisol),200.0,105,239.5,113.3,474.1,0.0,0.761,0.0,58,19,25.87,21.08,1666.2,9.29,929.0
2015,solapur,Soybean,Kharif,Deep Black (Heavy Vertisol),200.0,105,239.5,113.3,474.1,0.5,0.418,2708.5,58,19,25.87,21.08,1666.2,18.04,1804.0
2015,solapur,Soybean,Kharif,Deep Black (Heavy Vertisol),200.0,105,239.5,113.3,474.1,1.0,0.076,5417.0,58,19,25.87,21.08,1666.2,25.2,2520.0
2015,solapur,Soybean,Kharif,Light Loam (Sandy Loam),140.0,105,239.5,113.3,474.1,0.0,0.761,0.0,58,19,25.87,21.08,1666.2,7.81,781.0
2015,solapur,Soybean,Kharif,Light Loam (Sandy Loam),140.0,105,239.5,113.3,474.1,0.5,0.407,2798.5,58,19,25.87,21.08,1666.2,13.83,1383.0
2015,solapur,Soybean,Kharif,Light Loam (Sandy Loam),140.0,105,239.5,113.3,474.1,1.0,0.053,5597.0,58,19,25.87,21.08,1666.2,20.23,2023.0
2015,solapur,Maize,Kharif,Medium Black (Vertisol),180.0,110,280.6,138.2,484.8,0.0,0.715,0.0,58,22,26.11,21.26,1771.8,12.86,1286.0
2015,solapur,Maize,Kharif,Medium Black (Vertisol),180.0,110,280.6,138.2,484.8,0.5,0.391,2619.0,58,22,26.11,21.26,1771.8,21.92,2192.0
2015,solapur,Maize,Kharif,Medium Black (Vertisol),180.0,110,280.6,138.2,484.8,1.0,0.067,5238.0,58,22,26.11,21.26,1771.8,41.34,4134.0
2015,solapur,Maize,Kharif,Deep Black (Heavy Vertisol),200.0,110,280.6,138.2,484.8,0.0,0.715,0.0,58,22,26.11,21.26,1771.8,14.57,1457.0
2015,solapur,Maize,Kharif,Deep Black (Heavy Vertisol),200.0,110,280.6,138.2,484.8,0.5,0.396,2577.5,58,22,26.11,21.26,1771.8,21.86,2186.0
2015,solapur,Maize,Kharif,Deep Black (Heavy Vertisol),200.0,110,280.6,138.2,484.8,1.0,0.077,5155.0,58,22,26.11,21.26,1771.8,42.52,4252.0
2015,solapur,Maize,Kharif,Light Loam (Sandy Loam),140.0,110,280.6,138.2,484.8,0.0,0.715,0.0,58,22,26.11,21.26,1771.8,14.08,1408.0
2015,solapur,Maize,Kharif,Light Loam (Sandy Loam),140.0,110,280.6,138.2,484.8,0.5,0.38,2702.5,58,22,26.11,21.26,1771.8,12.6,1260.0
2015,solapur,Maize,Kharif,Light Loam (Sandy Loam),140.0,110,280.6,138.2,484.8,1.0,0.046,5405.0,58,22,26.11,21.26,1771.8,37.49,3749.0
2015,solapur,Gram,Rabi / Late Kharif,Medium Black (Vertisol),180.0,100,11.1,3.5,332.5,0.0,0.989,0.0,58,19,25.78,21.03,1578.0,4.4,440.0
2015,solapur,Gram,Rabi / Late Kharif,Medium Black (Vertisol),180.0,100,11.1,3.5,332.5,0.5,0.576,2291.5,58,19,25.78,21.03,1578.0,9.67,967.0
2015,solapur,Gram,Rabi / Late Kharif,Medium Black (Vertisol),180.0,100,11.1,3.5,332.5,1.0,0.162,4583.0,58,19,25.78,21.03,1578.0,19.41,1941.0
2015,solapur,Gram,Rabi / Late Kharif,Deep Black (Heavy Vertisol),200.0,100,11.1,3.5,332.5,0.0,0.989,0.0,58,19,25.78,21.03,1578.0,5.3,530.0
2015,solapur,Gram,Rabi / Late Kharif,Deep Black (Heavy Vertisol),200.0,100,11.1,3.5,332.5,0.5,0.585,2241.5,58,19,25.78,21.03,1578.0,10.63,1063.0
2015,solapur,Gram,Rabi / Late Kharif,Deep Black (Heavy Vertisol),200.0,100,11.1,3.5,332.5,1.0,0.18,4483.0,58,19,25.78,21.03,1578.0,20.34,2034.0
2015,solapur,Gram,Rabi / Late Kharif,Light Loam (Sandy Loam),140.0,100,11.1,3.5,332.5,0.0,0.989,0.0,58,19,25.78,21.03,1578.0,6.17,617.0
2015,solapur,Gram,Rabi / Late Kharif,Light Loam (Sandy Loam),140.0,100,11.1,3.5,332.5,0.5,0.558,2391.5,58,19,25.78,21.03,1578.0,9.6,960.0
2015,solapur,Gram,Rabi / Late Kharif,Light Loam (Sandy Loam),140.0,100,11.1,3.5,332.5,1.0,0.126,4783.0,58,19,25.78,21.03,1578.0,17.39,1739.0
2015,solapur,Jowar,Kharif / Rabi,Medium Black (Vertisol),180.0,105,11.1,3.5,361.9,0.0,0.99,0.0,58,19,25.87,21.08,1666.2,7.28,728.0
2015,solapur,Jowar,Kharif / Rabi,Medium Black (Vertisol),180.0,105,11.1,3.5,361.9,0.5,0.585,2446.5,58,19,25.87,21.08,1666.2,15.53,1553.0
2015,solapur,Jowar,Kharif / Rabi,Medium Black (Vertisol),180.0,105,11.1,3.5,361.9,1.0,0.179,4893.0,58,19,25.87,21.08,1666.2,20.95,2095.0
2015,solapur,Jowar,Kharif / Rabi,Deep Black (Heavy Vertisol),200.0,105,11.1,3.5,361.9,0.0,0.99,0.0,58,19,25.87,21.08,1666.2,9.33,933.0
2015,solapur,Jowar,Kharif / Rabi,Deep Black (Heavy Vertisol),200.0,105,11.1,3.5,361.9,0.5,0.595,2386.5,58,19,25.87,21.08,1666.2,15.05,1505.0
2015,solapur,Jowar,Kharif / Rabi,Deep Black (Heavy Vertisol),200.0,105,11.1,3.5,361.9,1.0,0.199,4773.0,58,19,25.87,21.08,1666.2,24.52,2452.0
2015,solapur,Jowar,Kharif / Rabi,Light Loam (Sandy Loam),140.0,105,11.1,3.5,361.9,0.0,0.99,0.0,58,19,25.87,21.08,1666.2,7.63,763.0
2015,solapur,Jowar,Kharif / Rabi,Light Loam (Sandy Loam),140.0,105,11.1,3.5,361.9,0.5,0.565,2566.5,58,19,25.87,21.08,1666.2,14.92,1492.0
2015,solapur,Jowar,Kharif / Rabi,Light Loam (Sandy Loam),140.0,105,11.1,3.5,361.9,1.0,0.139,5133.0,58,19,25.87,21.08,1666.2,23.35,2335.0
2016,solapur,Cotton,Kharif,Medium Black (Vertisol),180.0,165,528.8,287.2,628.4,0.0,0.543,0.0,61,85,30.02,21.97,3303.8,9.41,941.0
2016,solapur,Cotton,Kharif,Medium Black (Vertisol),180.0,165,528.8,287.2,628.4,0.5,0.332,2213.5,61,85,30.02,21.97,3303.8,15.11,1511.0
2016,solapur,Cotton,Kharif,Medium Black (Vertisol),180.0,165,528.8,287.2,628.4,1.0,0.12,4427.0,61,85,30.02,21.97,3303.8,19.41,1941.0
2016,solapur,Cotton,Kharif,Deep Black (Heavy Vertisol),200.0,165,528.8,287.2,628.4,0.0,0.543,0.0,61,85,30.02,21.97,3303.8,10.55,1055.0
2016,solapur,Cotton,Kharif,Deep Black (Heavy Vertisol),200.0,165,528.8,287.2,628.4,0.5,0.338,2143.5,61,85,30.02,21.97,3303.8,17.05,1705.0
2016,solapur,Cotton,Kharif,Deep Black (Heavy Vertisol),200.0,165,528.8,287.2,628.4,1.0,0.134,4287.0,61,85,30.02,21.97,3303.8,21.54,2154.0
2016,solapur,Cotton,Kharif,Light Loam (Sandy Loam),140.0,165,528.8,287.2,628.4,0.0,0.543,0.0,61,85,30.02,21.97,3303.8,8.98,898.0
2016,solapur,Cotton,Kharif,Light Loam (Sandy Loam),140.0,165,528.8,287.2,628.4,0.5,0.318,2353.5,61,85,30.02,21.97,3303.8,14.12,1412.0
2016,solapur,Cotton,Kharif,Light Loam (Sandy Loam),140.0,165,528.8,287.2,628.4,1.0,0.094,4707.0,61,85,30.02,21.97,3303.8,17.66,1766.0
2016,solapur,Soybean,Kharif,Medium Black (Vertisol),180.0,105,486.2,265.5,423.9,0.0,0.374,0.0,61,37,28.21,21.03,1912.3,16.7,1670.0
2016,solapur,Soybean,Kharif,Medium Black (Vertisol),180.0,105,486.2,265.5,423.9,0.5,0.143,1628.5,61,37,28.21,21.03,1912.3,22.54,2254.0
2016,solapur,Soybean,Kharif,Medium Black (Vertisol),180.0,105,486.2,265.5,423.9,1.0,0.0,3257.0,61,37,28.21,21.03,1912.3,22.79,2279.0
2016,solapur,Soybean,Kharif,Deep Black (Heavy Vertisol),200.0,105,486.2,265.5,423.9,0.0,0.374,0.0,61,37,28.21,21.03,1912.3,18.29,1829.0
2016,solapur,Soybean,Kharif,Deep Black (Heavy Vertisol),200.0,105,486.2,265.5,423.9,0.5,0.147,1598.5,61,37,28.21,21.03,1912.3,22.87,2287.0
2016,solapur,Soybean,Kharif,Deep Black (Heavy Vertisol),200.0,105,486.2,265.5,423.9,1.0,0.0,3197.0,61,37,28.21,21.03,1912.3,25.2,2520.0
2016,solapur,Soybean,Kharif,Light Loam (Sandy Loam),140.0,105,486.2,265.5,423.9,0.0,0.374,0.0,61,37,28.21,21.03,1912.3,15.49,1549.0
2016,solapur,Soybean,Kharif,Light Loam (Sandy Loam),140.0,105,486.2,265.5,423.9,0.5,0.135,1688.5,61,37,28.21,21.03,1912.3,18.59,1859.0
2016,solapur,Soybean,Kharif,Light Loam (Sandy Loam),140.0,105,486.2,265.5,423.9,1.0,0.0,3377.0,61,37,28.21,21.03,1912.3,21.43,2143.0
2016,solapur,Maize,Kharif,Medium Black (Vertisol),180.0,110,523.0,287.2,434.6,0.0,0.339,0.0,61,42,28.53,21.22,2038.0,21.06,2106.0
2016,solapur,Maize,Kharif,Medium Black (Vertisol),180.0,110,523.0,287.2,434.6,0.5,0.145,1410.0,61,42,28.53,21.22,2038.0,32.74,3274.0
2016,solapur,Maize,Kharif,Medium Black (Vertisol),180.0,110,523.0,287.2,434.6,1.0,0.0,2820.0,61,42,28.53,21.22,2038.0,43.77,4377.0
2016,solapur,Maize,Kharif,Deep Black (Heavy Vertisol),200.0,110,523.0,287.2,434.6,0.0,0.339,0.0,61,42,28.53,21.22,2038.0,24.94,2494.0
2016,solapur,Maize,Kharif,Deep Black (Heavy Vertisol),200.0,110,523.0,287.2,434.6,0.5,0.15,1368.5,61,42,28.53,21.22,2038.0,31.75,3175.0
2016,solapur,Maize,Kharif,Deep Black (Heavy Vertisol),200.0,110,523.0,287.2,434.6,1.0,0.0,2737.0,61,42,28.53,21.22,2038.0,49.63,4963.0
2016,solapur,Maize,Kharif,Light Loam (Sandy Loam),140.0,110,523.0,287.2,434.6,0.0,0.339,0.0,61,42,28.53,21.22,2038.0,18.15,1815.0
2016,solapur,Maize,Kharif,Light Loam (Sandy Loam),140.0,110,523.0,287.2,434.6,0.5,0.133,1493.5,61,42,28.53,21.22,2038.0,28.65,2865.0
2016,solapur,Maize,Kharif,Light Loam (Sandy Loam),140.0,110,523.0,287.2,434.6,1.0,0.0,2987.0,61,42,28.53,21.22,2038.0,42.21,4221.0
2016,solapur,Gram,Rabi / Late Kharif,Medium Black (Vertisol),180.0,100,5.1,0.0,321.0,0.0,1.0,0.0,61,32,27.91,20.77,1790.7,5.5,550.0
2016,solapur,Gram,Rabi / Late Kharif,Medium Black (Vertisol),180.0,100,5.1,0.0,321.0,0.5,0.584,2225.0,61,32,27.91,20.77,1790.7,11.29,1129.0
2016,solapur,Gram,Rabi / Late Kharif,Medium Black (Vertisol),180.0,100,5.1,0.0,321.0,1.0,0.168,4450.0,61,32,27.91,20.77,1790.7,20.09,2009.0
2016,solapur,Gram,Rabi / Late Kharif,Deep Black (Heavy Vertisol),200.0,100,5.1,0.0,321.0,0.0,1.0,0.0,61,32,27.91,20.77,1790.7,6.49,649.0
2016,solapur,Gram,Rabi / Late Kharif,Deep Black (Heavy Vertisol),200.0,100,5.1,0.0,321.0,0.5,0.593,2176.0,61,32,27.91,20.77,1790.7,10.64,1064.0
2016,solapur,Gram,Rabi / Late Kharif,Deep Black (Heavy Vertisol),200.0,100,5.1,0.0,321.0,1.0,0.187,4352.0,61,32,27.91,20.77,1790.7,17.49,1749.0
2016,solapur,Gram,Rabi / Late Kharif,Light Loam (Sandy Loam),140.0,100,5.1,0.0,321.0,0.0,1.0,0.0,61,32,27.91,20.77,1790.7,5.0,500.0
2016,solapur,Gram,Rabi / Late Kharif,Light Loam (Sandy Loam),140.0,100,5.1,0.0,321.0,0.5,0.565,2325.0,61,32,27.91,20.77,1790.7,9.38,938.0
2016,solapur,Gram,Rabi / Late Kharif,Light Loam (Sandy Loam),140.0,100,5.1,0.0,321.0,1.0,0.131,4650.0,61,32,27.91,20.77,1790.7,17.21,1721.0
2016,solapur,Jowar,Kharif / Rabi,Medium Black (Vertisol),180.0,105,5.1,0.0,349.7,0.0,1.0,0.0,61,37,28.21,21.03,1912.3,8.4,840.0
2016,solapur,Jowar,Kharif / Rabi,Medium Black (Vertisol),180.0,105,5.1,0.0,349.7,0.5,0.593,2374.0,61,37,28.21,21.03,1912.3,14.86,1486.0
2016,solapur,Jowar,Kharif / Rabi,Medium Black (Vertisol),180.0,105,5.1,0.0,349.7,1.0,0.185,4748.0,61,37,28.21,21.03,1912.3,22.47,2247.0
2016,solapur,Jowar,Kharif / Rabi,Deep Black (Heavy Vertisol),200.0,105,5.1,0.0,349.7,0.0,1.0,0.0,61,37,28.21,21.03,1912.3,8.5,850.0
2016,solapur,Jowar,Kharif / Rabi,Deep Black (Heavy Vertisol),200.0,105,5.1,0.0,349.7,0.5,0.603,2314.0,61,37,28.21,21.03,1912.3,15.92,1592.0
2016,solapur,Jowar,Kharif / Rabi,Deep Black (Heavy Vertisol),200.0,105,5.1,0.0,349.7,1.0,0.206,4628.0,61,37,28.21,21.03,1912.3,23.75,2375.0
2016,solapur,Jowar,Kharif / Rabi,Light Loam (Sandy Loam),140.0,105,5.1,0.0,349.7,0.0,1.0,0.0,61,37,28.21,21.03,1912.3,6.94,694.0
2016,solapur,Jowar,Kharif / Rabi,Light Loam (Sandy Loam),140.0,105,5.1,0.0,349.7,0.5,0.572,2494.0,61,37,28.21,21.03,1912.3,13.83,1383.0
2016,solapur,Jowar,Kharif / Rabi,Light Loam (Sandy Loam),140.0,105,5.1,0.0,349.7,1.0,0.144,4988.0,61,37,28.21,21.03,1912.3,21.8,2180.0
2017,solapur,Cotton,Kharif,Medium Black (Vertisol),180.0,165,519.0,268.0,632.5,0.0,0.576,0.0,74,76,28.82,22.68,3104.9,8.07,807.0
2017,solapur,Cotton,Kharif,Medium Black (Vertisol),180.0,165,519.0,268.0,632.5,0.5,0.348,2407.5,74,76,28.82,22.68,3104.9,13.23,1323.0
2017,solapur,Cotton,Kharif,Medium Black (Vertisol),180.0,165,519.0,268.0,632.5,1.0,0.12,4815.0,74,76,28.82,22.68,3104.9,19.4,1940.0
2017,solapur,Cotton,Kharif,Deep Black (Heavy Vertisol),200.0,165,519.0,268.0,632.5,0.0,0.576,0.0,74,76,28.82,22.68,3104.9,10.97,1097.0
2017,solapur,Cotton,Kharif,Deep Black (Heavy Vertisol),200.0,165,519.0,268.0,632.5,0.5,0.355,2337.5,74,76,28.82,22.68,3104.9,16.38,1638.0
2017,solapur,Cotton,Kharif,Deep Black (Heavy Vertisol),200.0,165,519.0,268.0,632.5,1.0,0.133,4675.0,74,76,28.82,22.68,3104.9,18.42,1842.0
2017,solapur,Cotton,Kharif,Light Loam (Sandy Loam),140.0,165,519.0,268.0,632.5,0.0,0.576,0.0,74,76,28.82,22.68,3104.9,8.4,840.0
2017,solapur,Cotton,Kharif,Light Loam (Sandy Loam),140.0,165,519.0,268.0,632.5,0.5,0.335,2547.5,74,76,28.82,22.68,3104.9,10.67,1067.0
2017,solapur,Cotton,Kharif,Light Loam (Sandy Loam),140.0,165,519.0,268.0,632.5,1.0,0.093,5095.0,74,76,28.82,22.68,3104.9,19.22,1922.0
2017,solapur,Soybean,Kharif,Medium Black (Vertisol),180.0,105,383.5,188.8,446.9,0.0,0.578,0.0,74,29,26.69,22.17,1752.9,12.83,1283.0
2017,solapur,Soybean,Kharif,Medium Black (Vertisol),180.0,105,383.5,188.8,446.9,0.5,0.319,1926.5,74,29,26.69,22.17,1752.9,17.31,1731.0
2017,solapur,Soybean,Kharif,Medium Black (Vertisol),180.0,105,383.5,188.8,446.9,1.0,0.06,3853.0,74,29,26.69,22.17,1752.9,22.55,2255.0
2017,solapur,Soybean,Kharif,Deep Black (Heavy Vertisol),200.0,105,383.5,188.8,446.9,0.0,0.578,0.0,74,29,26.69,22.17,1752.9,13.06,1306.0
2017,solapur,Soybean,Kharif,Deep Black (Heavy Vertisol),200.0,105,383.5,188.8,446.9,0.5,0.323,1896.5,74,29,26.69,22.17,1752.9,17.69,1769.0
2017,solapur,Soybean,Kharif,Deep Black (Heavy Vertisol),200.0,105,383.5,188.8,446.9,1.0,0.068,3793.0,74,29,26.69,22.17,1752.9,24.6,2460.0
2017,solapur,Soybean,Kharif,Light Loam (Sandy Loam),140.0,105,383.5,188.8,446.9,0.0,0.578,0.0,74,29,26.69,22.17,1752.9,10.33,1033.0
2017,solapur,Soybean,Kharif,Light Loam (Sandy Loam),140.0,105,383.5,188.8,446.9,0.5,0.311,1986.5,74,29,26.69,22.17,1752.9,14.88,1488.0
2017,solapur,Soybean,Kharif,Light Loam (Sandy Loam),140.0,105,383.5,188.8,446.9,1.0,0.044,3973.0,74,29,26.69,22.17,1752.9,22.47,2247.0
