date,year,month,day,day_of_year,precipitation_mm,temp_max_c,temp_min_c,temp_mean_c,rh_pct,solar_rad_mj_m2,wind_speed_m_s
2014-02-05,2014,2,5,36,0.0,32.42,15.96,22.81,44.68,19.38,1.35
2014-02-06,2014,2,6,37,0.0,32.73,14.95,22.63,46.31,19.62,1.94
2014-02-07,2014,2,7,38,0.0,32.83,15.34,22.35,43.22,20.54,1.83
2014-02-08,2014,2,8,39,0.0,31.42,13.59,20.99,49.44,21.7,2.14
2014-02-09,2014,2,9,40,0.0,29.66,11.37,19.11,49.95,22.38,2.31
2014-02-10,2014,2,10,41,0.0,28.68,11.41,18.84,39.27,22.35,2.49
2014-02-11,2014,2,11,42,0.0,28.56,11.8,18.87,51.24,22.1,2.25
2014-02-12,2014,2,12,43,0.0,29.88,12.08,19.38,53.04,22.34,2.29
2014-02-13,2014,2,13,44,0.0,26.14,13.46,19.0,74.72,18.77,3.05
2014-02-14,2014,2,14,45,0.0,25.79,14.14,18.9,65.3,20.43,3.05
2014-02-15,2014,2,15,46,0.06,25.32,12.48,18.15,66.95,20.41,2.85
2014-02-16,2014,2,16,47,0.02,26.41,13.14,18.36,64.1,22.75,1.71
2014-02-17,2014,2,17,48,0.0,30.41,11.34,19.99,42.95,22.76,2.64
2014-02-18,2014,2,18,49,0.0,31.5,12.93,21.94,29.87,22.39,3.04
2014-02-19,2014,2,19,50,0.0,32.86,13.73,22.91,40.68,21.18,1.99
2014-02-20,2014,2,20,51,0.0,32.9,16.4,23.37,49.98,19.75,2.25
2014-02-21,2014,2,21,52,0.0,28.98,17.07,22.02,71.42,14.68,2.33
2014-02-22,2014,2,22,53,0.0,29.39,15.84,21.37,71.18,19.98,2.01
2014-02-23,2014,2,23,54,0.0,31.49,14.91,22.71,61.67,21.28,1.62
2014-02-24,2014,2,24,55,0.0,33.7,18.61,25.13,50.72,19.67,2.79
2014-02-25,2014,2,25,56,0.0,34.36,17.52,25.12,53.56,21.91,2.22
2014-02-26,2014,2,26,57,1.45,32.73,17.69,24.01,64.23,19.72,2.03
2014-02-27,2014,2,27,58,0.16,31.38,17.83,22.97,64.98,21.03,2.68
2014-02-28,2014,2,28,59,0.0,28.22,14.23,20.25,60.94,22.34,2.84
2014-03-01,2014,3,1,60,0.0,28.33,11.82,18.79,48.6,24.26,2.21
2014-03-02,2014,3,2,61,0.0,30.66,10.12,20.26,34.73,24.44,1.91
2014-03-03,2014,3,3,62,1.14,31.04,13.31,21.93,52.27,20.55,2.7
2014-03-04,2014,3,4,63,0.84,30.95,16.28,22.18,66.21,21.32,2.22
2014-03-05,2014,3,5,64,0.12,31.7,15.63,22.37,63.74,20.3,2.88
2014-03-06,2014,3,6,65,0.05,31.71,15.22,22.32,59.92,22.64,1.88
2014-03-07,2014,3,7,66,0.0,32.6,15.59,23.34,59.01,23.56,1.56
2014-03-08,2014,3,8,67,0.67,32.85,16.78,23.91,57.0,23.25,2.51
2014-03-09,2014,3,9,68,2.3,30.44,16.88,23.17,64.56,20.63,2.47
2014-03-10,2014,3,10,69,0.31,32.84,17.03,23.91,58.3,24.22,2.14
2014-03-11,2014,3,11,70,0.0,33.59,16.85,24.11,45.1,24.34,1.83
2014-03-12,2014,3,12,71,1.3,34.69,18.53,25.84,45.26,21.21,1.79
2014-03-13,2014,3,13,72,1.81,34.58,19.73,26.64,53.39,22.19,2.08
2014-03-14,2014,3,14,73,0.0,36.01,19.52,27.62,44.6,24.14,1.98
2014-03-15,2014,3,15,74,0.0,36.62,21.39,28.63,38.99,22.81,1.56
2014-03-16,2014,3,16,75,0.0,36.53,22.24,29.21,38.47,22.61,1.43
2014-03-17,2014,3,17,76,0.0,31.95,24.2,27.84,44.71,19.28,1.33
2014-03-18,2014,3,18,77,0.0,34.13,23.43,28.05,43.24,21.2,1.47
2014-03-19,2014,3,19,78,0.0,37.67,22.19,29.41,34.22,21.89,1.74
2014-03-20,2014,3,20,79,0.0,37.45,21.44,28.56,26.22,23.46,2.07
2014-03-21,2014,3,21,80,0.0,36.85,19.96,27.07,26.73,25.46,2.76
2014-03-22,2014,3,22,81,0.0,34.78,18.33,25.31,34.63,25.72,2.64
2014-03-23,2014,3,23,82,0.0,37.9,16.83,26.62,38.07,26.07,1.84
2014-03-24,2014,3,24,83,0.0,37.14,17.86,26.48,49.72,24.67,2.66
2014-03-25,2014,3,25,84,0.0,36.71,18.01,26.65,42.33,24.97,2.36
2014-03-26,2014,3,26,85,0.0,38.49,18.64,28.24,33.63,25.46,1.95
2014-03-27,2014,3,27,86,0.0,38.98,20.33,28.16,37.17,24.27,2.78
2014-03-28,2014,3,28,87,0.0,38.28,20.12,27.95,38.63,24.72,2.21
2014-03-29,2014,3,29,88,0.0,39.04,20.5,29.24,26.95,24.52,1.79
2014-03-30,2014,3,30,89,0.0,39.69,20.95,29.77,26.49,24.67,2.27
2014-03-31,2014,3,31,90,0.0,39.43,21.57,29.51,33.56,23.79,2.31
2014-04-01,2014,4,1,91,0.0,37.25,19.62,27.37,35.67,25.16,2.89
2014-04-02,2014,4,2,92,0.0,37.35,17.73,27.0,36.65,26.67,2.37
2014-04-03,2014,4,3,93,0.0,38.83,18.8,28.53,25.76,26.81,2.08
2014-04-04,2014,4,4,94,0.0,40.15,20.91,30.23,28.1,23.77,2.3
2014-04-05,2014,4,5,95,0.0,39.89,21.47,30.1,27.73,24.05,1.93
2014-04-06,2014,4,6,96,0.0,38.69,21.89,29.52,34.02,17.12,2.09
2014-04-07,2014,4,7,97,0.0,37.02,23.26,29.33,36.54,19.22,2.42
2014-04-08,2014,4,8,98,0.0,36.89,21.49,28.11,47.22,21.31,1.48
2014-04-09,2014,4,9,99,0.0,37.69,20.55,27.75,44.36,25.0,2.34
2014-04-10,2014,4,10,100,0.0,38.35,19.89,27.9,36.92,26.37,2.02
2014-04-11,2014,4,11,101,0.0,37.17,19.37,27.32,33.41,27.53,2.83
2014-04-12,2014,4,12,102,0.0,37.54,18.0,26.84,32.68,28.34,2.68
2014-04-13,2014,4,13,103,0.0,38.43,18.04,26.82,40.7,27.67,2.38
2014-04-14,2014,4,14,104,0.0,38.89,18.92,27.6,39.31,27.44,1.92
2014-04-15,2014,4,15,105,0.0,39.06,19.27,28.23,42.0,27.15,1.84
2014-04-16,2014,4,16,106,0.07,40.05,20.21,29.27,48.73,24.77,1.92
2014-04-17,2014,4,17,107,0.02,37.29,22.82,28.49,50.76,24.2,2.28
2014-04-18,2014,4,18,108,0.01,38.98,21.07,28.4,53.5,24.01,2.41
2014-04-19,2014,4,19,109,0.48,39.25,21.43,29.46,48.8,25.08,1.78
2014-04-20,2014,4,20,110,0.01,38.42,23.42,30.49,39.66,23.47,1.71
2014-04-21,2014,4,21,111,3.08,38.31,23.7,30.9,37.45,24.15,1.7
2014-04-22,2014,4,22,112,0.74,37.02,24.64,30.18,39.83,24.01,1.6
2014-04-23,2014,4,23,113,0.0,38.33,25.48,31.79,35.04,22.93,1.56
2014-04-24,2014,4,24,114,0.01,39.02,24.99,31.3,28.12,24.93,1.99
2014-04-25,2014,4,25,115,0.0,40.0,21.98,30.22,29.46,26.11,2.56
2014-04-26,2014,4,26,116,0.0,41.02,20.89,30.59,34.9,25.92,2.39
2014-04-27,2014,4,27,117,0.01,40.73,20.71,30.57,43.61,24.03,2.32
2014-04-28,2014,4,28,118,0.0,39.87,23.12,30.59,45.31,25.82,2.32
2014-04-29,2014,4,29,119,0.0,40.13,22.74,30.51,46.3,24.99,2.65
2014-04-30,2014,4,30,120,0.07,38.64,23.19,30.12,48.41,23.5,2.04
2014-05-01,2014,5,1,121,0.13,40.46,22.44,30.59,46.06,24.97,2.53
2014-05-02,2014,5,2,122,0.0,39.75,22.33,29.87,47.75,26.39,2.8
2014-05-03,2014,5,3,123,0.33,39.64,22.04,30.19,40.56,24.38,2.25
2014-05-04,2014,5,4,124,0.0,39.34,20.7,29.57,41.98,27.59,2.4
2014-05-05,2014,5,5,125,0.0,39.36,20.4,29.71,42.3,27.12,2.55
2014-05-06,2014,5,6,126,0.0,38.88,23.08,31.12,36.66,24.25,1.8
2014-05-07,2014,5,7,127,1.25,37.87,26.79,31.72,37.66,20.5,1.82
2014-05-08,2014,5,8,128,0.43,36.33,25.76,29.96,45.92,16.88,1.85
2014-05-09,2014,5,9,129,1.77,35.61,24.87,29.18,51.47,19.71,2.53
2014-05-10,2014,5,10,130,0.15,36.55,22.17,28.13,52.36,26.86,3.51
2014-05-11,2014,5,11,131,0.0,36.45,19.47,27.42,51.96,28.31,3.18
2014-05-12,2014,5,12,132,0.0,36.56,20.27,27.65,54.61,27.9,3.0
2014-05-13,2014,5,13,133,0.0,36.67,21.47,27.98,55.62,27.66,3.46
2014-05-14,2014,5,14,134,0.26,36.93,21.62,27.95,56.59,26.9,3.57
2014-05-15,2014,5,15,135,0.81,37.13,22.08,28.37,55.55,25.96,3.43
2014-05-16,2014,5,16,136,0.0,37.21,22.1,28.5,55.47,26.4,3.35
2014-05-17,2014,5,17,137,0.17,37.56,22.19,28.71,56.0,24.9,2.83
2014-05-18,2014,5,18,138,0.6,37.1,22.87,29.1,57.55,18.42,2.77
2014-05-19,2014,5,19,139,0.01,36.72,23.54,29.67,55.01,20.42,2.34
2014-05-20,2014,5,20,140,0.01,37.72,25.35,30.56,46.21,16.8,2.64
2014-05-21,2014,5,21,141,0.0,37.88,22.99,29.5,53.67,20.03,2.89
2014-05-22,2014,5,22,142,0.0,37.28,22.77,28.89,52.89,24.22,3.38
2014-05-23,2014,5,23,143,0.0,39.13,22.57,29.51,53.2,26.64,3.48
2014-05-24,2014,5,24,144,0.0,39.35,22.28,29.86,50.43,27.21,3.6
2014-05-25,2014,5,25,145,0.0,39.01,22.05,29.4,53.15,27.03,3.45
2014-05-26,2014,5,26,146,0.01,39.95,23.45,30.39,53.94,24.67,3.38
2014-05-27,2014,5,27,147,4.45,38.2,24.36,29.57,60.0,21.36,2.84
2014-05-28,2014,5,28,148,1.86,38.29,23.17,29.51,59.08,25.01,2.8
2014-05-29,2014,5,29,149,0.06,38.16,23.81,29.49,60.26,23.36,3.34
2014-05-30,2014,5,30,150,0.15,37.24,23.97,29.1,59.61,24.32,3.88
2014-05-31,2014,5,31,151,0.0,38.43,22.95,29.13,54.69,26.84,3.71
2014-06-01,2014,6,1,152,0.0,39.15,22.41,29.62,56.6,26.88,3.56
2014-06-02,2014,6,2,153,0.19,40.76,23.59,30.67,57.55,24.98,3.65
2014-06-03,2014,6,3,154,1.86,34.6,24.65,28.7,65.67,14.98,3.08
2014-06-04,2014,6,4,155,4.4,35.4,24.18,28.62,67.42,19.77,3.21
2014-06-05,2014,6,5,156,0.85,35.17,23.75,28.35,66.73,11.79,3.38
2014-06-06,2014,6,6,157,0.43,35.5,23.38,28.31,64.98,22.65,3.96
2014-06-07,2014,6,7,158,0.03,35.1,23.49,28.23,62.52,23.18,4.1
2014-06-08,2014,6,8,159,0.0,36.29,23.94,28.96,60.03,24.83,4.37
2014-06-09,2014,6,9,160,5.43,35.76,24.32,28.62,67.37,15.41,3.87
2014-06-10,2014,6,10,161,2.92,35.45,23.53,28.18,67.93,22.73,3.88
2014-06-11,2014,6,11,162,0.1,33.22,22.86,27.47,68.22,23.69,4.78
2014-06-12,2014,6,12,163,1.11,34.57,23.63,27.59,65.48,22.38,4.65
2014-06-13,2014,6,13,164,1.35,32.91,22.74,26.98,67.84,22.14,4.63
2014-06-14,2014,6,14,165,4.14,32.33,23.05,26.73,73.46,19.1,4.57
2014-06-15,2014,6,15,166,5.2,31.52,23.05,26.38,75.66,17.31,5.12
2014-06-16,2014,6,16,167,8.25,31.51,23.61,26.56,78.4,15.6,5.37
2014-06-17,2014,6,17,168,2.6,31.58,23.04,26.34,75.63,12.87,5.04
2014-06-18,2014,6,18,169,1.14,32.06,22.84,26.56,74.6,16.71,5.11
2014-06-19,2014,6,19,170,2.83,31.76,23.23,26.34,76.41,11.98,5.18
2014-06-20,2014,6,20,171,1.22,30.96,23.12,26.22,76.38,16.43,5.9
2014-06-21,2014,6,21,172,0.23,31.76,23.21,26.53,74.76,15.27,6.33
2014-06-22,2014,6,22,173,0.02,31.93,23.19,26.48,74.68,19.6,6.24
2014-06-23,2014,6,23,174,0.09,31.96,23.01,26.47,75.11,18.78,6.1
2014-06-24,2014,6,24,175,0.02,32.08,22.87,26.43,74.17,18.84,5.91
2014-06-25,2014,6,25,176,0.04,32.32,22.51,26.51,72.6,19.5,5.34
2014-06-26,2014,6,26,177,0.01,33.29,22.49,27.08,68.98,23.37,4.13
2014-06-27,2014,6,27,178,0.0,34.92,22.38,27.65,65.76,22.62,3.63
2014-06-28,2014,6,28,179,0.17,34.71,22.32,27.53,65.58,19.3,3.89
2014-06-29,2014,6,29,180,0.05,33.57,22.54,27.15,67.34,23.08,4.07
2014-06-30,2014,6,30,181,0.16,33.31,22.59,26.77,69.25,22.92,4.29
2014-07-01,2014,7,1,182,1.47,32.7,22.65,26.75,69.73,19.2,4.44
2014-07-02,2014,7,2,183,1.61,32.01,23.0,26.38,72.06,15.76,4.79
2014-07-03,2014,7,3,184,6.88,31.27,22.73,25.71,77.67,13.16,4.5
2014-07-04,2014,7,4,185,5.45,31.45,22.72,25.92,77.21,13.95,4.18
2014-07-05,2014,7,5,186,1.08,31.93,22.91,26.25,75.42,20.15,3.63
2014-07-06,2014,7,6,187,2.28,29.46,23.09,25.66,78.66,20.15,3.43
2014-07-07,2014,7,7,188,17.55,27.87,22.95,24.95,83.53,16.69,3.62
2014-07-08,2014,7,8,189,9.39,28.68,22.73,25.0,82.21,18.26,4.11
2014-07-09,2014,7,9,190,8.39,28.57,22.82,24.88,81.87,13.93,3.55
2014-07-10,2014,7,10,191,20.85,27.99,21.82,24.24,80.99,11.11,3.85
2014-07-11,2014,7,11,192,27.03,27.92,21.59,24.37,85.43,9.62,6.17
2014-07-12,2014,7,12,193,26.05,26.28,22.16,23.83,89.34,8.59,5.43
2014-07-13,2014,7,13,194,9.39,28.44,22.74,24.88,86.1,10.71,4.99
2014-07-14,2014,7,14,195,10.3,28.58,22.61,24.63,86.18,12.57,4.88
2014-07-15,2014,7,15,196,36.81,27.26,22.62,24.36,89.96,8.0,5.92
2014-07-16,2014,7,16,197,25.28,26.07,22.29,23.74,90.94,6.66,6.87
2014-07-17,2014,7,17,198,23.72,27.92,23.02,24.8,86.97,11.65,7.28
2014-07-18,2014,7,18,199,16.38,27.9,22.96,24.54,87.64,10.34,7.17
2014-07-19,2014,7,19,200,9.93,26.24,22.39,23.82,89.03,12.07,6.55
2014-07-20,2014,7,20,201,8.98,26.67,22.37,23.87,88.37,10.14,6.21
2014-07-21,2014,7,21,202,29.99,27.17,22.18,23.89,88.77,8.74,6.05
2014-07-22,2014,7,22,203,28.5,24.63,22.61,23.28,92.73,7.96,5.8
2014-07-23,2014,7,23,204,24.42,25.29,22.65,23.57,91.48,5.56,6.87
2014-07-24,2014,7,24,205,5.65,28.09,22.33,24.35,85.96,15.7,6.32
2014-07-25,2014,7,25,206,5.31,28.54,22.15,24.48,85.86,14.66,5.22
2014-07-26,2014,7,26,207,1.88,28.45,22.35,24.55,84.86,15.6,4.82
2014-07-27,2014,7,27,208,30.6,27.05,22.06,24.12,88.17,6.99,5.55
2014-07-28,2014,7,28,209,43.09,24.83,22.59,23.37,92.97,6.75,6.31
2014-07-29,2014,7,29,210,91.55,24.5,22.56,23.26,94.01,6.5,6.5
2014-07-30,2014,7,30,211,111.15,24.96,22.6,23.53,94.69,5.66,5.36
2014-07-31,2014,7,31,212,56.22,24.61,22.72,23.46,95.1,4.89,4.83
2014-08-01,2014,8,1,213,9.76,27.17,21.93,23.98,89.7,11.97,5.39
2014-08-02,2014,8,2,214,9.51,27.14,21.57,23.81,89.16,11.15,6.18
2014-08-03,2014,8,3,215,20.19,27.04,21.98,23.87,89.44,14.25,5.82
2014-08-04,2014,8,4,216,48.83,24.73,21.83,23.15,93.81,5.69,5.6
2014-08-05,2014,8,5,217,22.55,25.42,21.71,23.22,92.23,11.89,5.72
2014-08-06,2014,8,6,218,14.06,25.99,21.8,23.23,91.86,12.8,5.74
2014-08-07,2014,8,7,219,7.19,26.88,21.57,23.52,89.8,14.88,5.59
2014-08-08,2014,8,8,220,4.4,27.19,21.37,23.58,89.46,14.05,4.84
2014-08-09,2014,8,9,221,5.64,27.01,21.32,23.6,88.95,13.42,4.31
2014-08-10,2014,8,10,222,2.83,27.28,21.65,23.69,89.42,12.12,4.22
2014-08-11,2014,8,11,223,2.39,27.57,21.35,23.69,88.71,11.61,3.33
2014-08-12,2014,8,12,224,0.66,27.15,20.91,23.38,89.09,12.69,3.69
2014-08-13,2014,8,13,225,0.29,27.22,20.91,23.36,88.62,14.69,4.15
2014-08-14,2014,8,14,226,3.02,26.93,21.35,23.41,89.27,14.32,4.52
2014-08-15,2014,8,15,227,3.23,27.47,21.29,23.52,88.28,13.97,4.8
2014-08-16,2014,8,16,228,3.53,27.09,21.08,23.32,87.85,13.55,4.43
2014-08-17,2014,8,17,229,2.09,27.54,21.02,23.49,88.08,15.42,2.93
2014-08-18,2014,8,18,230,0.44,27.58,20.46,23.48,87.61,18.35,1.66
2014-08-19,2014,8,19,231,22.25,28.33,21.06,24.33,88.79,13.35,1.68
2014-08-20,2014,8,20,232,10.85,28.89,22.29,25.0,89.84,15.46,1.24
2014-08-21,2014,8,21,233,8.51,27.0,22.77,24.31,93.23,13.52,0.77
2014-08-22,2014,8,22,234,40.91,27.79,22.1,24.53,90.37,14.13,1.14
2014-08-23,2014,8,23,235,34.71,28.99,21.94,24.98,87.8,17.47,1.18
2014-08-24,2014,8,24,236,68.73,29.56,22.1,25.52,86.22,18.69,1.29
2014-08-25,2014,8,25,237,11.61,26.71,22.18,24.24,91.28,16.15,1.82
2014-08-26,2014,8,26,238,8.22,25.57,21.53,23.1,92.34,7.12,2.25
2014-08-27,2014,8,27,239,14.49,25.98,20.83,22.67,91.65,11.31,2.61
2014-08-28,2014,8,28,240,7.45,24.3,20.52,21.98,92.92,9.15,1.96
2014-08-29,2014,8,29,241,29.56,26.24,20.35,23.02,92.19,11.68,1.48
2014-08-30,2014,8,30,242,18.6,23.98,21.77,22.73,94.61,10.57,2.68
2014-08-31,2014,8,31,243,29.2,24.24,21.75,23.08,95.58,6.67,3.79
2014-09-01,2014,9,1,244,21.32,23.73,21.49,22.33,95.07,7.72,4.71
2014-09-02,2014,9,2,245,11.32,25.67,20.91,22.76,92.13,12.27,5.29
2014-09-03,2014,9,3,246,8.47,27.19,21.15,23.69,91.67,11.87,5.05
2014-09-04,2014,9,4,247,10.12,26.56,22.34,23.79,91.64,13.35,5.35
2014-09-05,2014,9,5,248,18.38,26.36,21.71,23.37,92.16,6.84,4.47
2014-09-06,2014,9,6,249,5.22,24.77,21.48,22.72,93.59,16.25,3.11
2014-09-07,2014,9,7,250,1.8,26.0,21.15,22.74,92.36,13.1,3.18
2014-09-08,2014,9,8,251,10.8,23.52,21.34,22.29,95.23,8.56,3.99
2014-09-09,2014,9,9,252,4.77,25.3,20.31,22.51,91.72,11.63,4.57
2014-09-10,2014,9,10,253,10.91,24.39,19.67,21.8,91.12,12.87,2.94
2014-09-11,2014,9,11,254,2.72,25.87,19.63,22.09,88.83,13.15,2.49
2014-09-12,2014,9,12,255,0.24,25.45,19.41,21.95,91.3,14.85,2.44
2014-09-13,2014,9,13,256,0.07,26.59,19.61,22.76,90.56,13.43,2.46
2014-09-14,2014,9,14,257,0.14,26.58,20.15,22.79,90.18,15.77,2.14
2014-09-15,2014,9,15,258,0.02,26.96,19.61,22.83,88.08,19.83,1.79
2014-09-16,2014,9,16,259,0.04,26.93,20.1,22.9,88.86,19.82,2.09
2014-09-17,2014,9,17,260,0.98,26.67,19.86,22.78,88.83,16.63,1.7
2014-09-18,2014,9,18,261,0.94,27.38,20.17,23.22,89.45,13.39,2.11
2014-09-19,2014,9,19,262,1.54,27.72,20.84,23.52,90.12,14.38,2.54
2014-09-20,2014,9,20,263,4.25,26.92,20.62,23.07,89.45,10.44,2.38
2014-09-21,2014,9,21,264,0.99,27.19,19.75,22.91,88.76,19.28,1.8
2014-09-22,2014,9,22,265,0.34,27.89,20.01,23.27,87.28,21.15,1.59
2014-09-23,2014,9,23,266,0.0,28.45,20.06,23.44,86.02,21.44,1.61
2014-09-24,2014,9,24,267,15.43,28.48,20.49,23.9,87.24,17.78,1.43
2014-09-25,2014,9,25,268,53.14,28.12,21.17,24.07,90.07,17.6,1.25
2014-09-26,2014,9,26,269,3.0,28.03,21.11,24.18,86.38,18.24,1.55
2014-09-27,2014,9,27,270,0.05,29.95,18.21,23.92,75.48,21.54,1.55
2014-09-28,2014,9,28,271,0.01,29.45,18.86,23.89,76.13,22.82,2.12
2014-09-29,2014,9,29,272,0.88,29.22,19.06,24.21,74.98,21.42,2.12
2014-09-30,2014,9,30,273,7.69,28.4,19.34,24.08,79.0,19.46,1.56
2014-10-01,2014,10,1,274,4.96,27.86,20.08,23.73,81.33,13.16,1.42
2014-10-02,2014,10,2,275,0.55,29.04,19.56,23.86,80.06,21.4,1.64
2014-10-03,2014,10,3,276,0.0,28.95,20.49,24.35,79.95,21.04,1.34
2014-10-04,2014,10,4,277,0.09,28.59,20.24,24.36,79.25,19.95,1.09
2014-10-05,2014,10,5,278,1.07,28.75,20.48,24.02,82.9,21.65,1.42
2014-10-06,2014,10,6,279,1.26,28.72,19.74,23.77,83.53,19.34,1.36
2014-10-07,2014,10,7,280,4.94,28.3,20.32,23.95,83.68,16.01,1.27
2014-10-08,2014,10,8,281,0.55,27.79,20.13,23.76,83.09,13.67,1.16
2014-10-09,2014,10,9,282,0.98,28.66,20.14,24.28,83.26,16.79,1.02
2014-10-10,2014,10,10,283,0.01,29.75,20.42,24.88,83.07,17.65,1.59
2014-10-11,2014,10,11,284,0.0,30.04,19.78,24.48,79.23,20.66,1.84
2014-10-12,2014,10,12,285,0.0,29.18,16.94,22.47,73.38,20.5,2.14
2014-10-13,2014,10,13,286,0.0,28.65,16.58,22.01,67.41,21.68,1.63
2014-10-14,2014,10,14,287,0.0,29.02,19.16,23.07,55.59,22.72,0.76
2014-10-15,2014,10,15,288,0.0,29.92,16.52,23.55,72.81,20.37,1.52
2014-10-16,2014,10,16,289,0.0,29.71,20.55,24.64,80.19,19.64,1.95
2014-10-17,2014,10,17,290,0.93,28.74,21.1,24.65,82.39,17.64,1.2
2014-10-18,2014,10,18,291,2.68,29.13,20.97,24.65,80.84,19.46,1.03
2014-10-19,2014,10,19,292,0.81,29.48,20.01,24.63,76.54,19.93,1.4
2014-10-20,2014,10,20,293,0.02,29.48,18.78,23.88,75.55,21.18,1.95
2014-10-21,2014,10,21,294,1.01,29.3,17.95,23.51,75.27,20.34,2.3
2014-10-22,2014,10,22,295,0.15,29.24,18.87,23.34,76.11,19.49,2.5
2014-10-23,2014,10,23,296,0.0,28.72,16.87,22.6,68.28,19.52,2.44
2014-10-24,2014,10,24,297,0.44,27.3,17.53,21.7,74.0,14.38,1.93
2014-10-25,2014,10,25,298,12.89,21.92,17.4,19.13,87.41,5.53,3.22
2014-10-26,2014,10,26,299,1.62,22.62,16.52,19.1,88.82,8.97,3.43
2014-10-27,2014,10,27,300,0.14,23.14,18.4,20.35,88.45,11.13,1.58
2014-10-28,2014,10,28,301,0.0,27.58,17.56,22.17,77.83,19.55,1.5
2014-10-29,2014,10,29,302,0.0,27.3,16.29,21.21,68.53,19.28,1.97
2014-10-30,2014,10,30,303,0.0,27.72,15.53,20.58,69.2,19.51,2.4
2014-10-31,2014,10,31,304,0.0,27.9,14.8,20.63,70.71,20.28,2.07
2014-11-01,2014,11,1,305,0.0,28.4,15.13,20.98,70.89,20.4,2.25
2014-11-02,2014,11,2,306,0.0,28.35,15.82,21.39,70.79,19.54,2.08
2014-11-03,2014,11,3,307,0.0,28.43,16.21,21.58,69.53,19.21,2.11
2014-11-04,2014,11,4,308,0.0,28.51,15.6,21.47,66.35,17.5,1.46
2014-11-05,2014,11,5,309,0.0,28.48,14.97,21.27,65.35,18.37,1.38
2014-11-06,2014,11,6,310,0.0,28.11,14.57,20.74,67.35,18.45,1.33
2014-11-07,2014,11,7,311,0.0,28.38,13.74,20.52,66.04,19.23,1.65
2014-11-08,2014,11,8,312,0.0,27.78,14.13,20.24,65.94,18.35,2.22
2014-11-09,2014,11,9,313,0.0,27.32,14.19,20.88,64.51,17.92,2.2
2014-11-10,2014,11,10,314,0.0,28.71,16.23,22.43,69.67,17.34,1.77
